Anglican,Nonconformist
incoherent,coherent
incoherently,coherently
income,outgo
incoming,outgoing
incoming,outgoing
incommensurate,commensurate
incommodious,commodious
incommutable,commutable
incomparable,comparable
incomparably,comparably
incompatibility,compatibility
incompatible,compatible
incompatible,compatible
incompatibly,compatibly
incompetence,competence
incompetent,competent
incompetent,competent
incompetently,competently
incomplete,complete
incompleteness,completeness
incomprehensibility,comprehensibility
incomprehensible,comprehensible
incomprehension,comprehension
incompressibility,compressibility
incompressible,compressible
inconclusive,conclusive
inconclusively,conclusively
inconclusiveness,conclusiveness
incongruent,congruent
incongruity,congruity
incongruity,congruousness
incongruous,congruous
inconsequence,consequence
inconsequentially,consequentially
inconsiderable,considerable
inconsiderate,considerate
inconsiderately,considerately
inconsideration,consideration
inconsideration,thoughtfulness
inconsistency,consistency
inconsistent,consistent
inconsistently,consistently
inconsolable,consolable
inconspicuous,conspicuous
inconspicuously,conspicuously
inconspicuousness,conspicuousness
inconstancy,constancy
inconstant,constant
incontestable,contestable
incontinent,continent
inconvenience,convenience
inconvenient,convenient
inconveniently,conveniently
inconvertibility,convertibility
inconvertible,convertible
incoordination,coordination
incorporeal,corporeal
incorrect,correct
incorrect,right
incorrectly,correctly
incorrectly,right
incorrectness,correctness
incorrectness,correctness
incorrectness,rightness
incorrigible,corrigible
incorrupt,corrupt
incorruptibility,corruptibility
incorruptness,corruptness
increase,decrease
increase,decrease
increase,decrease
increase,decrease
increase,decrease
increase,decrease
increase,decrement
increased,decreased
increasing,decreasing
increasing,decreasing
incredibility,credibility
incredible,credible
incredibly,believably
incredibly,credibly
incredulous,credulous
incredulously,believingly
incredulously,credulously
inculpatory,exculpatory
incurability,curability
incurability,curableness
incurable,curable
incurious,curious
indecency,decency
indecent,decent
indecently,decently
indecisive,decisive
indecisive,decisive
indecisively,decisively
indecisively,decisively
indecisiveness,decision
indecisiveness,decisiveness
indecorous,decorous
indecorously,decorously
indecorum,decorousness
indecorum,decorum
indefeasible,defeasible
indefinite,definite
indehiscent,dehiscent
independent,dependent
independent,dependent
indestructibility,destructibility
indestructible,destructible
indeterminable,determinable
indeterminate,determinate
indeterminate,determinate
indicate,contraindicate
indicate,contraindicate
indication,contraindication
indigestibility,digestibility
indigestible,digestible
indirect,direct
indirect,direct
indirectly,directly
indirectness,directness
indiscernible,discernible
indiscipline,discipline
indiscreet,discreet
indiscreetly,discreetly
indiscriminate,discriminate
indispensability,dispensability
indispensability,dispensableness
indispensable,dispensable
indispose,dispose
indistinct,distinct
indistinctness,distinctness
indistinctness,sharpness
indistinguishable,distinguishable
individual,common
individuality,commonality
indivisible,divisible
indoor,outdoor
induced,spontaneous
inductive,deductive
indulgent,nonindulgent
industrial,nonindustrial
inedible,edible
ineffective,effective
ineffectiveness,effectiveness
ineffectually,effectually
inefficacious,efficacious
inefficaciously,effectively
inefficaciously,efficaciously
inefficacy,efficacy
inefficiency,efficiency
inefficient,efficient
inefficiently,efficiently
inelastic,elastic
inelasticity,elasticity
inelegance,elegance
inelegant,elegant
inelegantly,elegantly
ineligibility,eligibility
ineligible,eligible
ineloquently,articulately
ineloquently,eloquently
inequality,equality
inequitable,equitable
inequitably,equitably
ineradicable,eradicable
inerrancy,errancy
inessential,essential
inessential,essential
inessentiality,essentiality
inevitable,evitable
inexact,exact
inexactness,exactness
inexcusable,excusable
inexcusably,excusably
inexcusably,forgivably
inexcusably,pardonably
inexhaustible,exhaustible
inexpedience,expedience
inexpedience,expediency
inexpedient,expedient
inexpediently,expediently
inexpensiveness,expensiveness
inexperience,experience
inexperienced,experienced
inexplicable,explicable
inexplicitness,explicitness
inexpressible,expressible
inexpressively,expressively
inextinguishable,extinguishable
inextricable,extricable
infallibility,fallibility
infallible,fallible
infamy,fame
infamy,fame
infeasibility,feasibility
infect,disinfect
infectious,noninfectious
infelicitous,felicitous
infelicitously,felicitously
infelicity,felicity
inferior,superior
inferior,superior
inferior,superior
inferior,superior
inferiority,superiority
infernal,supernal
infidelity,faithfulness
infidelity,fidelity
infinite,finite
infinite,finite
infinitely,finitely
infiniteness,finiteness
inflate,deflate
inflate,deflate
inflate,deflate
inflation,deflation
inflation,deflation
inflation,disinflation
inflationary,deflationary
inflected,uninflected
inflected,uninflected
inflectional,derivational
inflexibility,flexibility
inflexibility,flexibility
inflexible,flexible
inflexible,flexible
inflexibly,flexibly
inflow,efflux
inflow,outflow
influential,uninfluential
informal,formal
informal,formal
informality,formality
informally,formally
informative,uninformative
informatively,uninformatively
informatively,uninstructively
informed,uninformed
infrequent,frequent
infrequently,frequently
ingenuous,disingenuous
ingenuousness,disingenuousness
inglorious,glorious
ingratitude,gratitude
ingress,egress
ingress,emersion
inhabited,uninhabited
inhale,exhale
inharmonious,harmonious
inheritable,noninheritable
inhibited,uninhibited
inhibitor,activator
inhospitable,hospitable
inhospitable,hospitable
inhospitableness,hospitableness
inhospitably,hospitably
inhospitality,hospitality
inhumane,humane
inhumanely,humanely
inhumaneness,humaneness
initiate,uninitiate
injectable,uninjectable
injudiciously,judiciously
injudiciousness,judiciousness
injured,uninjured
injustice,justice
inland,coastal
inner,outer
innocence,guilt
innocent,guilty
innocuous,noxious
innumerate,numerate
inoffensive,offensive
inoffensive,offensive
inoffensively,offensively
inoperable,operable
inoperative,operative
inopportune,opportune
inopportunely,opportunely
inopportuneness,opportuneness
inorganic,organic
inorganic,organic
inorganically,organically
inpatient,outpatient
inquiring,uninquiring
inquisitorial,accusatorial
insalubrity,salubriousness
insalubrity,salubrity
insane,sane
insanely,sanely
insanity,sanity
insatiate,satiate
insectivorous,carnivorous
insectivorous,herbivorous
insectivorous,omnivorous
insecure,secure
insecure,secure
insecure,secure
insecurely,securely
insecurely,securely
insecureness,secureness
insecurity,security
insensibility,sensibility
insensible,sensible
insensitive,sensitive
insensitive,sensitive
insensitively,sensitively
insensitivity,sensitiveness
insensitivity,sensitivity
insentience,sentience
insentient,sentient
inseparably,separably
inshore,offshore
inside,outdoors
inside,outside
inside,outside
inside,outside
inside,outside
inside,outside
insignificance,significance
insignificant,significant
insignificantly,significantly
insincere,sincere
insincerely,sincerely
insincerity,sincerity
insolubility,solubility
insoluble,soluble
insoluble,soluble
insolvency,solvency
insolvent,solvent
insomnia,hypersomnia
inspan,outspan
inspiring,uninspiring
instability,stability
instability,stability
instability,stableness
institutional,noninstitutional
institutionalized,noninstitutionalized
instructive,uninstructive
instrumental,vocal
insubordinate,subordinate
insubordination,subordination
insubstantial,substantial
insubstantiality,substantiality
insufficiency,adequacy
insufficiency,sufficiency
insufficient,sufficient
insufficiently,sufficiently
insulator,conductor
insurability,uninsurability
insured,uninsured
insurmountable,surmountable
intangibility,palpability
intangibility,tangibility
intangible,tangible
intangible,tangible
integrate,differentiate
integrate,disintegrate
integrated,nonintegrated
integrated,segregated
integration,segregation
integrative,disintegrative
intellectual,nonintellectual
intelligence,stupidity
intelligent,unintelligent
intelligently,unintelligently
intelligibility,unintelligibility
intelligible,unintelligible
intelligibly,unintelligibly
intemperance,temperance
intemperate,temperate
intemperate,temperate
intended,unintended
intense,mild
intensifying,moderating
intensive,extensive
intentionally,accidentally
intentionally,accidentally
intentionally,unintentionally
intercontinental,continental
interdepartmental,intradepartmental
interest,bore
interest,uninterestingness
interested,uninterested
interesting,uninteresting
interestingly,uninterestingly
interior,exterior
intermediate,terminal
internal,external
internally,externally
international,national
internationalism,nationalism
internationalism,nationalism
interrogative,declarative
interrogative,declaratory
interspecies,intraspecies
interstate,intrastate
intertwine,untwine
intervention,noninterference
intervention,nonintervention
intestate,testate
intolerable,tolerable
intolerance,tolerance
intolerant,tolerant
intolerantly,tolerantly
intoxicated,sober
intracellular,extracellular
intractability,tractability
intractable,tractable
intradepartmental,interdepartmental
intramural,extramural
intransitive,transitive
intransitively,transitively
intransitivity,transitivity
intraspecies,interspecies
intrastate,interstate
intrinsic,extrinsic
intron,exon
introspective,extrospective
introversion,ambiversion
introversion,extraversion
introversive,ambiversive
introversive,extroversive
introvert,extrovert
intrusive,extrusive
intrusive,protrusive
intrusive,unintrusive
inutility,usefulness
inutility,utility
invalid,valid
invalidate,validate
invalidate,validate
invalidate,validate
invariability,variability
invariability,variableness
invariable,variable
invasive,confined
invasive,noninvasive
inverse,direct
invertebrate,vertebrate
invertible,non-invertible
invest,divest
invest,divest
invigorating,debilitating
inviolable,violable
invisibility,visibility
invisible,visible
invisibly,visibly
inviting,uninviting
involuntarily,voluntarily
involuntary,voluntary
involuntary,voluntary
involved,uninvolved
invulnerability,vulnerability
invulnerable,vulnerable
inward,outward
inward,outward
inwardly,outwardly
inwardness,outwardness
inwardness,outwardness
inwardness,outwardness
iodinate,de-iodinate
iodinating,de-iodinating
ionate,de-ionate
ionic,nonionic
ionized,nonionized
ipsilateral,contralateral
ironed,unironed
irrational,rational
irrational,rational
irrationally,rationally
irreconcilable,reconcilable
irreducible,reducible
irregular,regular
irregular,regular
irregular,regular
irregularity,regularity
irregularly,regularly
irregularly,regularly
irregularly,regularly
irrelevance,relevance
irrelevant,relevant
irrelevantly,relevantly
irreligious,religious
irremediable,remediable
irremovable,removable
irreparable,reparable
irreplaceable,replaceable
irresistible,resistible
irresolute,resolute
irresolutely,resolutely
irresoluteness,resoluteness
irresponsibility,responsibility
irresponsibility,responsibleness
irresponsible,responsible
irresponsibly,responsibly
irreverence,reverence
irreverent,reverent
irreverently,reverently
irreversibility,reversibility
irreversible,reversible
irrevocable,revocable
irritate,soothe
isometric,isotonic
isotonic,hypertonic
isotonic,hypotonic
isotonic,isometric
isotropic,anisotropic
isotropy,anisotropy
issue,recall
jawed,jawless
jawless,jawed
join,disjoin
join,disjoin
joint,separate
joy,sorrow
joyful,sorrowful
joyless,joyous
joylessly,joyfully
joyous,joyless
judgmental,nonjudgmental
judiciously,injudiciously
judiciousness,injudiciousness
juiceless,juicy
juicy,juiceless
junior,senior
just,unjust
justice,injustice
justifiably,unjustifiably
juvenile,adult
katabatic,anabatic
katamorphism,anamorphism
keep,lose
key,atonality
keyed,keyless
keyless,keyed
kinanesthesia,kinesthesia
kind,unkind
kindly,unkindly
kindness,unkindness
kinesthesis,kinanesthesia
king,queen
knock,praise
know,ignore
knowable,unknowable
known,unknown
labeled,unlabeled
laced,unlaced
laity,clergy
lamented,unlamented
landed,landless
landless,landed
larboard,starboard
large,little
large,small
largeness,littleness
largeness,smallness
lash,unlash
last,first
late,early
late,early
late,early
late,early
late,middle
late,middle
lateness,earliness
latter,former
latter,former
laugh,cry
laureled,unlaureled
lawful,unlawful
lawfulness,unlawfulness
lax,tense
lax,tense
laxative,costive
layman,clergyman
lead,deficit
leaded,unleaded
leader,follower
leading,following
leafless,leafy
leafy,leafless
leaky,tight
lean,rich
leanness,fatness
least,most
least,most
leave,arrive
leavened,unleavened
lee,windward
leeward,downwind
leeward,windward
leeward,windward
leeward,windward
left,center
left,right
left,right
left,right
left,right
left-handed,ambidextrous
left-handed,right-handed
legal,illegal
legality,illegality
legalize,criminalise
legalize,criminalize
legalize,outlaw
legalize,outlaw
legally,unlawfully
legato,staccato
legato,staccato
legged,legless
legibility,illegibility
legible,illegible
legibly,illegibly
legitimacy,illegitimacy
legitimate,illegitimate
legitimately,illegitimately
legitimately,illegitimately
legitimately,illicitly
legitimately,lawlessly
legless,legged
lend,borrow
lender,borrower
lengthen,shorten
lengthen,shorten
lengthwise,crosswise
lentic,lotic
leptorrhine,catarrhine
leptorrhine,platyrrhine
leptosporangiate,eusporangiate
less,more
less,more
less,more
lesser,greater
let,prevent
lethargic,energetic
level,raise
levitation,gravitation
levity,gravity
levorotation,dextrorotation
liability,asset
liberal,conservative
liberal,conservative
liberality,illiberality
liberator,captor
libertarian,necessitarian
license,decertify
licit,illicit
licitness,illicitness
lidded,lidless
lidless,lidded
lie,sit
lie,stand
light,dark
light,dark
light,dark
light,heavy
light,heavy
light,heavy
light,heavy
light,heavy
light,heavy
light-duty,heavy-duty
light-footed,heavy-footed
lighted,unlighted
lighten,darken
lightly,heavily
lightness,darkness
lightness,heaviness
like,dislike
like,unlike
like,unlike
liked,disliked
likelihood,unlikelihood
likelihood,unlikeliness
likely,unlikely
likeness,dissimilitude
likeness,unlikeness
liking,dislike
limbed,limbless
limbless,limbed
limited,unlimited
lineal,collateral
linear,cubic
linear,nonlinear
linear,planar
linearly,geometrically
lined,unlined
linger,rush
linguistic,nonlinguistic
lipless,lipped
lipped,lipless
liquid,gaseous
liquid,solid
listed,unlisted
literacy,illiteracy
literal,figurative
literalize,spiritualize
literally,figuratively
literate,illiterate
literate,illiterate
little,much
livable,unlivable
live,dead
live,recorded
lively,dull
liveried,unliveried
living,dead
loaded,unloaded
loading,unloading
loamless,loamy
loamy,loamless
local,express
local,general
local,national
location,studio
lock,unlock
lock,unlock
lock,unlock
lodge,dislodge
logical,illogical
logicality,illogicality
logicality,illogicalness
logically,illogically
long,short
long,short
long,short
long,short
long-spurred,short-spurred
longness,shortness
longness,shortness
loose,compact
loose,tight
loosen,stiffen
loosen,stiffen
looseness,fixedness
looseness,tightness
loosening,tightening
lose,find
lose,keep
lose,profit
lose,win
lose,win
loser,winner
loser,winner
losings,winnings
loss,gain
lossless,lossy
lossy,lossless
lost,found
lost,saved
lost,won
lotic,lentic
loud,soft
louden,quieten
louden,quieten
loudly,softly
lovable,hateful
love,hate
love,hate
loved,unloved
loving,unloving
low,high
low,high
low,high
low,high
low-interest,high-interest
low-resolution,high-resolution
low-rise,high-rise
low-sudsing,high-sudsing
low-tech,high-tech
low-tension,high-tension
lowborn,noble
lower,raise
lower-class,middle-class
lower-class,upper-class
lowercase,uppercase
lowered,raised
lowland,highland
lowland,upland
lowness,highness
loyal,disloyal
loyally,disloyally
loyalty,disloyalty
lubricated,unlubricated
lucky,unlucky
lumper,splitter
lyric,dramatic
machine-made,handmade
made,unmade
magnetic,antimagnetic
magnetic,geographic
magnetic,nonmagnetic
magnetize,demagnetise
magnetize,demagnetize
major,minor
major,minor
major,minor
major,minor
major,minor
major,minor
major,minor
majority,minority
majority,minority
majuscule,minuscule
make,break
maladaptive,adaptive
maladjusted,adjusted
maladroit,adroit
maladroitly,adroitly
malapropos,apropos
male,androgynous
male,female
male,female
male,female
maleficence,beneficence
maleficence,beneficence
maleficent,beneficent
maleness,femaleness
malevolence,benevolence
malevolently,benevolently
malfunction,function
malfunctioning,functioning
malicious,unmalicious
malign,benign
malignant,benign
malignity,benignancy
malignity,benignity
malleability,unmalleability
malnourished,nourished
malodorous,fragrant
malted,unmalted
man,woman
man,woman
manageable,unmanageable
manageably,unmanageably
manfully,unmanfully
manly,unmanly
manned,unmanned
manual,automatic
many,few
marginality,centrality
marked,unmarked
married,unmarried
masculine,feminine
masculine,feminine
masculine,neuter
masculinity,femininity
mask,unmask
masochist,sadist
masochistic,sadistic
match,disagree
matched,mismatched
mated,unmated
material,immaterial
material,immaterial
materiality,immateriality
materiality,immateriality
materiality,incorporeality
maternal,paternal
matriarchal,patriarchal
mature,immature
mature,immature
maturely,immaturely
maturity,immaturity
maxi,midi
maxi,mini
maximal,minimal
maximal,minimum
maximally,minimally
maximization,minimization
maximize,minimise
maximize,minimize
maximum,minimum
maximum,minimum
meager,ample
meagerly,amply
meagerly,amply
meaningful,meaningless
meaningfulness,meaninglessness
meaningless,meaningful
meaninglessness,meaningfulness
measurable,immeasurable
measurably,immeasurably
meatless,meaty
meaty,meatless
mechanical,nonmechanical
mediacy,immediacy
mediate,immediate
medical,surgical
medulla,cortex
melodious,unmelodious
melodiously,unmelodiously
melted,unmelted
member,nonmember
membered,memberless
memberless,membered
memorably,unmemorably
mendaciously,truthfully
mendacity,veracity
mental,physical
merciful,merciless
mercifulness,mercilessness
merciless,merciful
mercilessness,mercifulness
merit,demerit
merited,unmerited
mesial,distal
mesic,hydric
mesic,xeric
mesomorphic,ectomorphic
mesomorphic,endomorphic
metabolic,ametabolic
metallic,nonmetallic
metamorphic,nonmetamorphic
middle,beginning
middle,beginning
middle,early
middle,early
middle,end
middle,end
middle,late
middle,late
middle-class,lower-class
middle-class,upper-class
midi,maxi
midi,mini
migratory,nonmigratory
mild,intense
militarize,demilitarise
militarize,demilitarize
military,civilian
military,unmilitary
mind,forget
mindful,unmindful
mindfully,inadvertently
mindfully,unmindfully
mindfulness,heedlessness
mindfulness,unmindfulness
mined,unmined
mini,maxi
mini,midi
minimal,maximal
minimal,maximum
minimally,maximally
minimization,maximization
minimize,maximise
minimize,maximize
minimum,maximum
minimum,maximum
minor,major
minor,major
minor,major
minor,major
minor,major
minor,major
minor,major
minority,majority
minority,majority
minus,plus
minuscule,majuscule
misbehave,behave
miscible,immiscible
misconception,conception
misconstruction,construction
mismatched,matched
misogyny,philogyny
miss,attend
miss,have
miss,hit
misused,used
mitigated,unmitigated
mobile,immobile
mobile,stabile
mobility,immobility
mobilization,demobilization
mobilize,demobilise
mobilize,demobilize
moderate,immoderate
moderately,immoderately
moderating,intensifying
moderation,immoderation
modern,nonmodern
modest,immodest
modest,immodest
modestly,immodestly
modesty,immodesty
modifiable,unmodifiable
modified,unmodified
modulated,unmodulated
molar,molecular
molecular,molar
monaural,binaural
monaurally,binaurally
monetization,demonetization
moneyed,moneyless
moneyless,moneyed
monism,pluralism
monochromatic,polychromatic
monoclinic,triclinic
monoclinous,diclinous
monocotyledonous,dicotyledonous
monoecious,dioecious
monogamous,polygamous
monolingual,multilingual
mononuclear,binucleate
mononuclear,trinucleate
monophonic,polyphonic
monophony,polyphony
monosemy,polysemy
monotheism,polytheism
monotheistic,polytheistic
monotonic,nonmonotonic
monovalent,polyvalent
monovalent,polyvalent
moonless,moonlit
moonlit,moonless
moral,immoral
morality,immorality
morally,immorally
more,fewer
more,less
more,less
more,less
mortal,immortal
mortality,immortality
most,fewest
most,least
most,least
mother,father
motility,immotility
motion,motionlessness
motionlessness,motion
motivated,unmotivated
motorized,unmotorized
movability,immovability
movability,immovableness
move,stay
moved,unmoved
moving,nonmoving
moving,still
moving,unmoving
mown,unmown
much,little
multiculturalism,nationalism
multidimensional,unidimensional
multiform,uniform
multilane,single-lane
multilateral,unilateral
multilaterally,unilaterally
multilingual,monolingual
multinucleate,uninucleate
multiparous,uniparous
multiple,single
multiple-choice,true-false
multiply,divide
multiply,singly
multivalent,bivalent
multivalent,univalent
mushroom,toadstool
musical,unmusical
musical,unmusical
musically,unmusically
mutability,immutability
mutability,immutableness
mutable,immutable
muzzle,unmuzzle
myelinated,unmyelinated
myopia,hyperopia
mystify,demystify
mythologize,demythologize
nadir,zenith
naive,sophisticated
naivete,sophistication
narrow,wide
narrow,wide
narrow,widen
narrow-minded,broad-minded
narrow-mindedly,broad-mindedly
narrow-mindedness,broad-mindedness
narrowing,widening
narrowing,widening
narrowly,broadly
narrowness,wideness
nascent,dying
nastiness,niceness
nasty,nice
national,international
national,local
nationalism,internationalism
nationalism,internationalism
nationalism,multiculturalism
nationalization,denationalization
nationalize,denationalise
nationalize,denationalize
native,adopted
native,foreign
native,nonnative
nativeness,foreignness
natural,artificial
natural,flat
natural,sharp
natural,supernatural
natural,unnatural
naturalize,denaturalize
naturalize,denaturalize
naturally,artificially
naturally,unnaturally
naturally,unnaturally
naturalness,unnaturalness
nay,yea
nazify,denazify
near,far
nearness,farness
nearsighted,farsighted
necessarily,unnecessarily
necessary,unnecessary
necessitarian,libertarian
necessitate,obviate
necessity,inessential
necked,neckless
neckless,necked
negate,affirm
negative,affirmative
negative,affirmative
negative,neutral
negative,positive
negative,positive
negative,positive
negativity,positiveness
negativity,positiveness
negativity,positiveness
negativity,positivity
negativity,positivity
negativity,positivity
negligent,diligent
neighborliness,unneighborliness
nephew,niece
net,gross
neurotic,unneurotic
neuter,feminine
neuter,masculine
neutral,negative
neutral,positive
never,ever
new,old
new,worn
newness,oldness
nice,nasty
niceness,nastiness
nidicolous,nidifugous
nidifugous,nidicolous
niece,nephew
night,day
nitrify,denitrify
no,all
no,some
no,yes
no-go,go
noble,ignoble
noble,lowborn
nocturnal,diurnal
node,antinode
noisily,quietly
noisy,quiet
nominal,real
nominative,oblique
nomothetic,idiographic
non-engagement,engagement
non-engagement,involvement
non-engagement,participation
non-invertible,invertible
nonabsorbency,absorbency
nonabsorbent,absorbent
nonaddictive,addictive
nonadhesive,adhesive
nonadsorbent,adsorbent
nonalcoholic,alcoholic
nonaligned,aligned
nonalignment,alignment
nonarbitrable,arbitrable
nonarbitrary,arbitrary
nonarboreal,arboreal
nonassociative,associative
nonastringent,astringent
nonattendance,attendance
nonbearing,bearing
nonbeing,being
noncausative,causative
noncellular,cellular
noncivilized,civilized
nonclassical,classical
noncollapsible,collapsible
noncolumned,columned
noncombinative,combinative
noncombustible,combustible
noncommercial,commercial
noncommissioned,commissioned
noncompetitive,competitive
noncompetitively,competitively
noncomprehensive,comprehensive
noncomprehensively,comprehensively
nonconductive,conductive
nonconformist,conformist
nonconformist,conformist
nonconformity,conformism
nonconformity,conformity
nonconformity,conformity
noncritical,critical
noncritical,critical
noncrucial,crucial
noncrystalline,crystalline
noncurrent,current
noncyclic,cyclic
nondeductible,deductible
nondevelopment,development
nondisposable,disposable
nondisposable,disposable
nondriver,driver
nonechoic,echoic
noneffervescent,effervescent
nonequivalence,equivalence
nonexempt,exempt
nonexistence,existence
nonexistent,existent
nonexploratory,exploratory
nonexplosive,explosive
nonextensile,extensile
nonfat,fatty
nonfatal,fatal
nonfictional,fictional
nonfinancial,financial
nonfissile,fissile
nonfissionable,fissionable
nonfunctional,functional
nonharmonic,harmonic
nonhierarchical,hierarchical
nonhuman,human
nonimitative,imitative
nonindulgent,indulgent
nonindustrial,industrial
noninfectious,infectious
noninheritable,inheritable
noninstitutional,institutional
noninstitutionalized,institutionalized
nonintegrated,integrated
nonintellectual,intellectual
nonintervention,interference
nonintervention,intervention
noninvasive,invasive
nonionic,ionic
nonionized,ionized
nonjudgmental,judgmental
nonlinear,linear
nonlinguistic,linguistic
nonmagnetic,magnetic
nonmechanical,mechanical
nonmember,member
nonmetallic,metallic
nonmetamorphic,metamorphic
nonmigratory,migratory
nonmodern,modern
nonmonotonic,monotonic
nonmoving,moving
nonnative,native
nonobservance,observance
nonoperational,operational
nonparticulate,particulate
nonpartisan,partisan
nonpartisan,partisan
nonpasserine,passerine
nonpayment,payment
nonphotosynthetic,photosynthetic
nonpolitical,political
nonporous,porous
nonpregnant,pregnant
nonprehensile,prehensile
nonprescription,prescription
nonprofessional,professional
nonproliferation,proliferation
nonproliferation,proliferation
nonproprietary,proprietary
nonpsychoactive,psychoactive
nonracial,racial
nonradioactive,radioactive
nonrandom,random
nonreciprocal,reciprocal
nonreflective,reflective
nonrepetitive,repetitive
nonrepresentational,representational
nonrepresentative,representative
nonresident,resident
nonresident,resident
nonresidential,residential
nonreticulate,reticulate
nonretractile,retractile
nonreturnable,returnable
nonreversible,reversible
nonrigid,rigid
nonruminant,ruminant
nonsectarian,sectarian
nonsignificant,significant
nonslippery,slippery
nonsmoker,smoker
nonspatial,spatial
nonspeaking,speaking
nonspecific,specific
nonspecific,specific
nonspherical,spherical
nonstandard,standard
nonstandard,standard
nonstandard,standard
nonsteroidal,steroidal
nonsubmersible,submersible
nonsuppurative,suppurative
nonsurgical,surgical
nonsyllabic,syllabic
nonsyllabic,syllabic
nontaxable,taxable
nontechnical,technical
nonterritorial,territorial
nonthermal,thermal
nontoxic,toxic
nontraditional,traditional
nontranslational,translational
nonuniformity,uniformity
nonunion,union
nonviolent,violent
nonviolently,violently
nonvolatile,volatile
nonwashable,washable
nonwoody,woody
nonworker,worker
normal,abnormal
normal,abnormal
normal,paranormal
normality,abnormality
normally,remarkably
normotensive,hypertensive
normotensive,hypotensive
north,south
northern,southern
northern,southern
northernness,southernness
nosed,noseless
noseless,nosed
notice,ignore
noticeable,unnoticeable
noticed,unnoticed
nourished,malnourished
noxious,innocuous
nuclear,conventional
numerate,innumerate
numerical,verbal
obedience,disobedience
obedience,disobedience
obedient,disobedient
obediently,disobediently
obey,disobey
obfuscate,clarify
objective,subjective
objectively,subjectively
oblate,prolate
obligate,facultative
obligated,unobligated
obligatorily,optionally
obligatory,optional
oblige,disoblige
oblique,nominative
oblique,parallel
oblique,perpendicular
obscureness,clarity
obscurity,prominence
observe,break
obstruct,free
obstructed,unobstructed
obtrusive,unobtrusive
obtrusively,unobtrusively
obtrusiveness,unobtrusiveness
obtuse,acute
obtuseness,acuteness
obverse,reverse
obviate,necessitate
obvious,unobvious
occidentalize,orientalise
occidentalize,orientalize
occupied,unoccupied
occupied,unoccupied
odd,even
odorize,deodorize
odorize,deodourise
odorless,odorous
odorous,odorless
off,on
off,on
off-line,on-line
off-line,on-line
off-site,on-site
off-street,on-street
offending,unoffending
offense,defence
offense,defense
offensive,defensive
offensive,inoffensive
offensive,inoffensive
offensively,defensively
offensively,inoffensively
official,unofficial
officially,unofficially
offshore,inshore
offshore,onshore
offside,onside
offstage,onstage
offstage,onstage
oiled,unoiled
old,new
old,young
oldness,newness
oldness,youngness
oleophilic,oleophobic
oleophobic,oleophilic
omnidirectional,directional
omnivorous,carnivorous
omnivorous,herbivorous
omnivorous,insectivorous
on,off
on,off
on-line,off-line
on-line,off-line
on-site,off-site
on-street,off-street
one-piece,three-piece
one-piece,two-piece
onshore,offshore
onside,offside
onstage,offstage
onstage,offstage
onymous,anonymous
opacity,clarity
opacity,transparency
opaque,clear
open,close
open,close
open,close
open,close
open,close
open,closed
open,closed
open,closed
open,shut
opening,closing
opening,closing
openness,closeness
operable,inoperable
operational,nonoperational
operative,inoperative
opisthognathous,prognathous
opportune,inopportune
opportunely,inopportunely
opportuneness,inopportuneness
opposable,unopposable
opposed,unopposed
opposite,alternate
optimism,pessimism
optimism,pessimism
optimist,pessimist
optimistic,pessimistic
optimistically,pessimistically
optional,obligatory
optionally,obligatorily
orad,aborad
oral,aboral
oral,anal
order,disorder
order,disorder
ordered,disordered
orderliness,disorder
orderliness,disorderliness
orderly,disorderly
ordinal,cardinal
ordinariness,extraordinariness
ordinary,extraordinary
organic,functional
organic,inorganic
organic,inorganic
organically,inorganically
organize,disorganise
organize,disorganize
organized,disorganized
organized,unorganized
orient,disorient
orientalize,occidentalise
orientalize,occidentalize
oriented,unoriented
orienting,disorienting
original,unoriginal
originality,unoriginality
orthodox,unorthodox
orthodoxy,unorthodoxy
orthodoxy,unorthodoxy
orthotropous,campylotropous
ostentatious,unostentatious
other,same
out,safe
out-basket,in-basket
outbid,underbid
outboard,inboard
outbred,inbred
outdoor,indoor
outer,inner
outfield,infield
outflow,inflow
outflow,influx
outgo,income
outgoing,incoming
outgoing,incoming
outlaw,decriminalise
outlaw,decriminalize
outlaw,legalize
outpatient,inpatient
outside,indoors
outside,inside
outside,inside
outside,inside
outside,inside
outside,inside
outspan,inspan
outward,inward
outward,inward
outwardly,inwardly
outwardness,inwardness
outwardness,inwardness
outwardness,inwardness
overachievement,underachievement
overact,underact
overbid,underbid
overcharge,undercharge
overdress,underdress
overdress,underdress
overestimate,underestimate
overexpose,underexpose
overexpose,underexpose
overgarment,undergarment
overhand,underhand
overhead,subsurface
overhead,surface
overpay,underpay
overshoot,undershoot
overspend,underspend
overspend,underspend
overstate,understate
overstock,understock
overt,covert
overtly,covertly
overvalue,underestimate
overvalue,undervalue
oviparous,ovoviviparous
oviparous,viviparous
ovoviviparous,oviparous
ovoviviparous,viviparous
ovulation,anovulation
owned,unowned
oxidize,deoxidise
oxidize,deoxidize
pack,unpack
packaged,unpackaged
paid,unpaid
pain,pleasure
painful,painless
painfully,painlessly
painless,painful
painlessly,painfully
paintable,unpaintable
painted,unpainted
painted,unpainted
palatability,unpalatability
palatable,unpalatable
palatably,unpalatably
palingenesis,cenogenesis
palingenetic,cenogenetic
palpable,impalpable
paradigmatic,syntagmatic
parallel,oblique
parallel,perpendicular
